place,state,climate,zone,tags,month,overview
Alexandria,NSW,temperate,10b,coastal,June,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Alexandria,NSW,temperate,10b,coastal,July,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Alexandria,NSW,temperate,10b,coastal,August,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Alexandria,NSW,temperate,10b,coastal,September,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Alexandria,NSW,temperate,10b,coastal,October,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Alexandria,NSW,temperate,10b,coastal,November,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Alexandria,NSW,temperate,10b,coastal,December,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Armidale,NSW,cool,9b,alpine_highland|inland,January,"Summer is milder. Growth steady but cool nights limit heat-lovers. Keep picking.

Start brassica and lettuce seedlings indoors. Direct-sow carrots, beetroot, silverbeet, kale.

Water deeply morning. Mulch heavily."
Armidale,NSW,cool,9b,alpine_highland|inland,February,"Summer is milder. Growth steady but cool nights limit heat-lovers. Keep picking.

Start brassica and lettuce seedlings indoors. Direct-sow carrots, beetroot, silverbeet, kale.

Water deeply morning. Mulch heavily."
Armidale,NSW,cool,9b,alpine_highland|inland,March,"Autumn transitions fast. Cool nights arrive, autumn crops thrive.

Plant brassicas, lettuce, leeks, onions. Direct-sow roots, peas, spinach, beans. Garlic in April.

Clear summer crops promptly. Empty beds need compost."
Armidale,NSW,cool,9b,alpine_highland|inland,April,"Autumn transitions fast. Cool nights arrive, autumn crops thrive.

Plant brassicas, lettuce, leeks, onions. Direct-sow roots, peas, spinach, beans. Garlic in April.

Clear summer crops promptly. Empty beds need compost."
Armidale,NSW,cool,9b,alpine_highland|inland,May,"Autumn transitions fast. Cool nights arrive, autumn crops thrive.

Plant brassicas, lettuce, leeks, onions. Direct-sow roots, peas, spinach, beans. Garlic in April.

Clear summer crops promptly. Empty beds need compost."
Armidale,NSW,cool,9b,alpine_highland|inland,June,"Winter is cool but manageable. Occasional frosts, not constant.

Winter crops grow steadily. Spinach, kale, peas, beans, brassicas, roots produce regular harvest.

Start spring seedlings by August. Use quiet winter for planning."
Armidale,NSW,cool,9b,alpine_highland|inland,July,"Winter is cool but manageable. Occasional frosts, not constant.

Winter crops grow steadily. Spinach, kale, peas, beans, brassicas, roots produce regular harvest.

Start spring seedlings by August. Use quiet winter for planning."
Armidale,NSW,cool,9b,alpine_highland|inland,August,"Winter is cool but manageable. Occasional frosts, not constant.

Winter crops grow steadily. Spinach, kale, peas, beans, brassicas, roots produce regular harvest.

Start spring seedlings by August. Use quiet winter for planning."
Armidale,NSW,cool,9b,alpine_highland|inland,September,"Spring arrives progressively. Early spring carries frost risk but warmth increases.

Plant tender crops by late October after frost passes. Sow: carrots, lettuce, roots. Succession sow.

Growth accelerates week by week."
Armidale,NSW,cool,9b,alpine_highland|inland,October,"Spring arrives progressively. Early spring carries frost risk but warmth increases.

Plant tender crops by late October after frost passes. Sow: carrots, lettuce, roots. Succession sow.

Growth accelerates week by week."
Armidale,NSW,cool,9b,alpine_highland|inland,November,"Spring arrives progressively. Early spring carries frost risk but warmth increases.

Plant tender crops by late October after frost passes. Sow: carrots, lettuce, roots. Succession sow.

Growth accelerates week by week."
Armidale,NSW,cool,9b,alpine_highland|inland,December,"Summer is milder. Growth steady but cool nights limit heat-lovers. Keep picking.

Start brassica and lettuce seedlings indoors. Direct-sow carrots, beetroot, silverbeet, kale.

Water deeply morning. Mulch heavily."
Ashfield,NSW,temperate,10b,coastal,January,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Ashfield,NSW,temperate,10b,coastal,February,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Ashfield,NSW,temperate,10b,coastal,March,"Autumn established. Prime time for cool-season crops: brassicas, lettuce, roots, peas, beans.

Plant seedlings and direct-sow freely. Garlic in April. Everything grows steadily as temperatures cool.

Clear summer crops. Empty beds should be mulched."
Ashfield,NSW,temperate,10b,coastal,April,"Autumn established. Prime time for cool-season crops: brassicas, lettuce, roots, peas, beans.

Plant seedlings and direct-sow freely. Garlic in April. Everything grows steadily as temperatures cool.

Clear summer crops. Empty beds should be mulched."
Ashfield,NSW,temperate,10b,coastal,May,"Autumn established. Prime time for cool-season crops: brassicas, lettuce, roots, peas, beans.

Plant seedlings and direct-sow freely. Garlic in April. Everything grows steadily as temperatures cool.

Clear summer crops. Empty beds should be mulched."
Ashfield,NSW,temperate,10b,coastal,June,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Ashfield,NSW,temperate,10b,coastal,July,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Ashfield,NSW,temperate,10b,coastal,August,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Ashfield,NSW,temperate,10b,coastal,September,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Ashfield,NSW,temperate,10b,coastal,October,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Ashfield,NSW,temperate,10b,coastal,November,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Ashfield,NSW,temperate,10b,coastal,December,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Auburn,NSW,temperate,10b,inland,January,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Auburn,NSW,temperate,10b,inland,February,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Auburn,NSW,temperate,10b,inland,March,"Autumn established. Prime time for cool-season crops: brassicas, lettuce, roots, peas, beans.

Plant seedlings and direct-sow freely. Garlic in April. Everything grows steadily as temperatures cool.

Clear summer crops. Empty beds should be mulched."
Auburn,NSW,temperate,10b,inland,April,"Autumn established. Prime time for cool-season crops: brassicas, lettuce, roots, peas, beans.

Plant seedlings and direct-sow freely. Garlic in April. Everything grows steadily as temperatures cool.

Clear summer crops. Empty beds should be mulched."
Auburn,NSW,temperate,10b,inland,May,"Autumn established. Prime time for cool-season crops: brassicas, lettuce, roots, peas, beans.

Plant seedlings and direct-sow freely. Garlic in April. Everything grows steadily as temperatures cool.

Clear summer crops. Empty beds should be mulched."
Auburn,NSW,temperate,10b,inland,June,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Auburn,NSW,temperate,10b,inland,July,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Auburn,NSW,temperate,10b,inland,August,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Auburn,NSW,temperate,10b,inland,September,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Auburn,NSW,temperate,10b,inland,October,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Auburn,NSW,temperate,10b,inland,November,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Auburn,NSW,temperate,10b,inland,December,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Balmain,NSW,temperate,10b,coastal,January,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Balmain,NSW,temperate,10b,coastal,February,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Balmain,NSW,temperate,10b,coastal,March,"Autumn established. Prime time for cool-season crops: brassicas, lettuce, roots, peas, beans.

Plant seedlings and direct-sow freely. Garlic in April. Everything grows steadily as temperatures cool.

Clear summer crops. Empty beds should be mulched."
